StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,regret_yn,decision,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,emo_event,rumination_nr,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,regret_intensity_1,regret_regulation,regret_regulation_7_TEXT,rumination,reverse_1,reverse_2,reverse_3,reverse_4,resolved,PID,DAY_NUM,SURVEY_TYPE,DECISION_TO_SHOW,NEXT_SURVEY,DECISION
2025-05-01 09:44:11,2025-05-01 09:44:57,IP Address,76.21.49.148,100,45,True,2025-05-01 09:44:57,R_7eqptbigOf20eXi,Participant,Participant,kpetrova@stanford.edu,109102,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,Finished math homework,Thought about it a little,47,16,,,,33,,18,,,,,,,,,,109102,7,general,I didn’t put a few definitions on my notecard for my stats test,general,
2025-05-01 10:26:26,2025-05-01 10:27:18,IP Address,108.233.122.108,100,51,True,2025-05-01 10:27:18,R_6c18EqwOROE3Iu9,Participant,Participant,kpetrova@stanford.edu,111661,37.4361,-121.8952,anonymous,EN,No,,,,,,,,,,,"I thought about what my life could look like if I went to San Diego to finish my undergrad ",Thought about it a lot,29,,50,,20,23,50,20,,,,,,,,,,111661,7,general,I abruptly hung up on a phone call and I feel bad,general,
2025-05-01 11:06:00,2025-05-01 11:09:58,IP Address,153.18.172.43,100,237,True,2025-05-01 11:09:59,R_5bzt4Wn0DLnD7m9,Participant,Participant,kpetrova@stanford.edu,110326,37.3083,-121.9643,anonymous,EN,Yes,I wish I had arrived at school a little earlier than I did and had the chance to eat breakfast. I regret waking up late.,20,I tried to accept the situation and my feelings.,,Thought about it a little,0,0,39,0,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,2,general,"For a research class, my group decided to research social media usage and academic motivation. I agreed because it seemed simple, yet interesting. However, I now have doubts about whether the topic is too simple and generic. I have worries and slightly regret picking the topic somewhat hastily.",general,I wish I had arrived at school a little earlier than I did and had the chance to eat breakfast. I regret waking up late.
2025-05-01 11:10:04,2025-05-01 11:11:48,IP Address,153.18.172.43,100,103,True,2025-05-01 11:11:48,R_3GptzRjsVbHo4Xi,Participant,Participant,kpetrova@stanford.edu,110326,37.3083,-121.9643,anonymous,EN,No,,,,,,,,,,,I got the answers to the practice questions correct in class.,Thought about it a little,70,40,,,,49,,,,,,,,,,,,110326,2,general,"For a research class, my group decided to research social media usage and academic motivation. I agreed because it seemed simple, yet interesting. However, I now have doubts about whether the topic is too simple and generic. I have worries and slightly regret picking the topic somewhat hastily.",general,
2025-05-01 11:39:22,2025-05-01 11:39:45,IP Address,71.202.202.113,100,23,True,2025-05-01 11:39:47,R_1SpKBZXB4lsiwC4,Participant,Participant,kpetrova@stanford.edu,101419,37.4361,-121.8952,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,I tried to (or made a plan to) change the situation.,,Haven't thought about it at all,,94,,36,"Yes, I think this situation is resolved",101419,5,followup,Thought I was prepared to teach but then it got a little chaotic so I don’t feel like I was prepared enough,general,
2025-05-01 12:36:08,2025-05-01 12:36:37,IP Address,76.21.49.148,100,28,True,2025-05-01 12:36:38,R_6En95KkcQk8Ly2I,Participant,Participant,kpetrova@stanford.edu,109102,37.3698,-121.816,anonymous,EN,No,,,,,,,,,,,Worked out with my dad,Haven't thought about it at all,47,41,,,,47,,,,,,,,,,,,109102,7,general,I didn’t put a few definitions on my notecard for my stats test,general,
2025-05-01 13:09:46,2025-05-01 13:11:49,IP Address,24.5.188.212,100,122,True,2025-05-01 13:11:49,R_1OxJZOCKpDuGq6B,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,Yes,"I forgot to specify that I would pick up a to-go order at a later time. Now, the sandwiches are more soggy than I intended them to be.",30,I tried to accept the situation and my feelings.,,Thought about it a little,,,40,31,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,2,general,I wish I had arrived at school a little earlier than I did and had the chance to eat breakfast. I regret waking up late.,general,"I forgot to specify that I would pick up a to-go order at a later time. Now, the sandwiches are more soggy than I intended them to be."
2025-05-01 13:24:14,2025-05-01 13:25:23,IP Address,108.233.122.108,100,69,True,2025-05-01 13:25:24,R_1rKMkp8iQet5EkN,Participant,Participant,kpetrova@stanford.edu,111661,37.4361,-121.8952,anonymous,EN,No,,,,,,,,,,,I picked up my Apple package,Haven't thought about it at all,,,,,,51,,,,,,,,,,,,111661,7,general,I abruptly hung up on a phone call and I feel bad,general,
2025-05-01 13:25:27,2025-05-01 13:25:49,IP Address,108.233.122.108,100,22,True,2025-05-01 13:25:49,R_3S8EIEsFW1thDBD,Participant,Participant,kpetrova@stanford.edu,111661,37.4361,-121.8952,anonymous,EN,No,,,,,,,,,,,My mom cooked lunch,Thought about it a little,62,,,,,,,,,,,,,,,,,111661,7,general,I abruptly hung up on a phone call and I feel bad,general,
2025-05-01 13:45:55,2025-05-01 13:46:52,IP Address,71.202.202.113,100,56,True,2025-05-01 13:46:53,R_70jGXzWswLXYfpa,Participant,Participant,kpetrova@stanford.edu,101419,37.4361,-121.8952,anonymous,EN,No,,,,,,,,,,,Feel really good about a successful teaching period,Couldn't stop thinking about it,98,83,11,,,54,,,,,,,,,,,,101419,5,general,Thought I was prepared to teach but then it got a little chaotic so I don’t feel like I was prepared enough,general,
2025-05-01 17:15:26,2025-05-01 17:16:45,IP Address,73.222.15.58,100,79,True,2025-05-01 17:16:46,R_5tv0c4YKjKS270B,Participant,Participant,kpetrova@stanford.edu,101419,37.359,-122.0866,anonymous,EN,No,,,,,,,,,,,Felt really tired after my day was over in terms of work,Couldn't stop thinking about it,42,47,18,,,63,,,,,,,,,,,,101419,5,general,Thought I was prepared to teach but then it got a little chaotic so I don’t feel like I was prepared enough,general,
2025-05-01 17:18:07,2025-05-01 17:22:06,IP Address,24.5.188.212,100,238,True,2025-05-01 17:22:06,R_1zRZRdndKEbh6kr,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,Yes,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.,41,I tried to (or made a plan to) change the situation.,,Thought about it a little,40,40,50,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,2,general,"I forgot to specify that I would pick up a to-go order at a later time. Now, the sandwiches are more soggy than I intended them to be.",general,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.
2025-05-01 18:15:06,2025-05-01 18:16:40,IP Address,24.5.188.212,100,93,True,2025-05-01 18:16:41,R_6MYvhxw2cjODBXH,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I felt happy when my mom brought home a mango dessert.,Thought about it a little,60,,,,,30,,,,,,,,,,,,110326,2,general,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.,general,
2025-05-01 18:29:13,2025-05-01 18:30:04,IP Address,108.211.109.28,100,51,True,2025-05-01 18:30:05,R_6jdICb76oE6oqBc,Participant,Participant,kpetrova@stanford.edu,111958,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,I get new offer！,Thought about it a lot,74,67,,,,,,,,,,,,,,,,111958,4,general,,general,
2025-05-01 19:13:37,2025-05-01 19:14:31,IP Address,73.222.15.58,100,54,True,2025-05-01 19:14:32,R_3vhpgpldemSP7mp,Participant,Participant,kpetrova@stanford.edu,101419,37.359,-122.0866,anonymous,EN,Yes,"Not to exercise right away when getting home ",26,I tried to distract myself from the event or my emotions.,,Thought about it a lot,,28,,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,101419,5,general,Thought I was prepared to teach but then it got a little chaotic so I don’t feel like I was prepared enough,followup,"Not to exercise right away when getting home "
2025-05-01 19:37:31,2025-05-01 19:38:02,IP Address,166.198.34.40,100,30,True,2025-05-01 19:38:02,R_34FIv8YcFkFkZc5,Participant,Participant,kpetrova@stanford.edu,111661,38.5347,-121.4442,anonymous,EN,No,,,,,,,,,,,I went to see my partner,Thought about it a little,45,,,,,34,,,,,,,,,,,,111661,7,general,I abruptly hung up on a phone call and I feel bad,general,
2025-05-01 19:38:10,2025-05-01 19:39:35,IP Address,166.198.34.40,100,85,True,2025-05-01 19:39:36,R_52KjRA3M4wYw8tA,Participant,Participant,kpetrova@stanford.edu,111661,38.5347,-121.4442,anonymous,EN,No,,,,,,,,,,,I got ice cream from my favorite ice cream place,Thought about it a little,88,,,,,84,,,,,,,,,,,,111661,7,general,I abruptly hung up on a phone call and I feel bad,general,
2025-05-01 20:48:08,2025-05-01 20:49:00,IP Address,76.21.49.148,100,51,True,2025-05-01 20:49:01,R_5I9JP4jarJ4CMk0,Participant,Participant,kpetrova@stanford.edu,109102,37.3698,-121.816,anonymous,EN,Yes,Hung out with friends instead of catching up on my math homework,41,I tried to (or made a plan to) change the situation.,,Thought about it a little,23,,29,,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,109102,7,general,I didn’t put a few definitions on my notecard for my stats test,followup,Hung out with friends instead of catching up on my math homework
2025-05-02 00:08:34,2025-05-02 00:09:06,IP Address,108.233.122.108,100,31,True,2025-05-02 00:09:07,R_3q98yAsoFjE91h2,Participant,Participant,kpetrova@stanford.edu,111661,37.4361,-121.8952,anonymous,EN,No,,,,,,,,,,,I walked around town with my partner and his brother,Thought about it a little,80,,,,,83,,,,,,,,,,,,111661,7,general,I abruptly hung up on a phone call and I feel bad,general,
2025-05-02 10:47:57,2025-05-02 10:49:41,IP Address,24.5.188.212,100,103,True,2025-05-02 10:49:42,R_5fma0vIkclFm2RS,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I felt happy when eating a peanut butter and jelly sandwich.,Haven't thought about it at all,15,,,,,48,,11,,,,,,,,,,110326,3,general,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.,general,
2025-05-02 11:29:27,2025-05-02 11:29:46,IP Address,73.252.222.167,100,18,True,2025-05-02 11:29:46,R_7aXHkXnwpNMxUBc,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,69,"I thought of other ways to interpret the situation.,I tried to accept the situation and my feelings.",,Thought about it a lot,79,44,38,5,"No, I might feel regret or think more about this situation in the near future",111970,5,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:29:58,2025-05-02 11:30:21,IP Address,73.252.222.167,100,22,True,2025-05-02 11:30:21,R_5luk1iWLn5RLB12,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,51,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.",,Thought about it a little,58,8,52,28,"No, I might feel regret or think more about this situation in the near future",111970,3,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:30:36,2025-05-02 11:30:59,IP Address,73.252.222.167,100,23,True,2025-05-02 11:30:59,R_1UXGKododvVwzYL,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,60,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.",,Thought about it a lot,57,19,14,39,"No, I might feel regret or think more about this situation in the near future",111970,7,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:31:14,2025-05-02 11:31:39,IP Address,73.252.222.167,100,25,True,2025-05-02 11:31:40,R_1QxgksfP7TmXZQi,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,68,"I thought of other ways to interpret the situation.,I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to accept the situation and my feelings.",,Thought about it a little,39,19,50,11,"No, I might feel regret or think more about this situation in the near future",111970,7,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:31:52,2025-05-02 11:32:07,IP Address,73.252.222.167,100,15,True,2025-05-02 11:32:08,R_6HpY7V5FQc8MMHP,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,70,"I thought of other ways to interpret the situation.,I tried to (or made a plan to) change the situation.",,Thought about it a little,51,18,10,21,"No, I might feel regret or think more about this situation in the near future",111970,7,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:32:13,2025-05-02 11:32:39,IP Address,73.252.222.167,100,26,True,2025-05-02 11:32:39,R_1nDcm4O7W1lqpAq,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,61,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to (or made a plan to) change the situation.,I tried to accept the situation and my feelings.",,Thought about it a little,51,14,48,12,"No, I might feel regret or think more about this situation in the near future",111970,5,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:32:53,2025-05-02 11:33:11,IP Address,73.252.222.167,100,18,True,2025-05-02 11:33:11,R_5C0Z3dKWaApqz48,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,56,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.,I tried to (or made a plan to) change the situation.,I turned to someone else for support or comfort.",,Thought about it a little,61,13,25,9,"No, I might feel regret or think more about this situation in the near future",111970,5,followup,"Anxious on test, miss understood some part",,
2025-05-02 11:33:53,2025-05-02 11:33:53,IP Address,73.252.222.167,67,0,False,2025-05-02 12:33:54,R_1Hf3rH3dPdlG0sF,Participant,Participant,kpetrova@stanford.edu,111970,37.3931,-121.962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111970,7,followup,"Anxious on test, miss understood some part",,
2025-05-02 12:34:29,2025-05-02 12:34:45,IP Address,71.202.202.113,100,16,True,2025-05-02 12:34:46,R_6jO3s6rV4sA1Rwl,Participant,Participant,kpetrova@stanford.edu,101419,37.4361,-121.8952,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,50,I tried to distract myself from the event or my emotions.,,Thought about it a little,,,,,"No, I might feel regret or think more about this situation in the near future",101419,6,followup,Not to exercise right away when getting home,,
2025-05-02 12:34:13,2025-05-02 12:34:13,IP Address,71.202.202.113,67,0,False,2025-05-02 13:34:15,R_1ebhwWDmewX9yNf,Participant,Participant,kpetrova@stanford.edu,101419,37.4361,-121.8952,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101419,6,followup,Not to exercise right away when getting home,,
2025-05-02 14:46:57,2025-05-02 14:47:40,IP Address,153.18.72.53,100,43,True,2025-05-02 14:47:40,R_7Tt8Q18jsUfU1KO,Participant,Participant,kpetrova@stanford.edu,110326,37.3859,-122.0882,anonymous,EN,No,,,,,,,,,,,It felt rewarding to do a chemistry lab correctly.,Thought about it a lot,49,61,18,,,39,,,,,,,,,,,,110326,3,general,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.,general,
2025-05-02 15:12:24,2025-05-02 15:12:41,IP Address,71.202.202.113,100,16,True,2025-05-02 15:12:41,R_3fiB84ADOXLvMHU,Participant,Participant,kpetrova@stanford.edu,101419,37.4361,-121.8952,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,I tried to distract myself from the event or my emotions.,,Thought about it a little,,,,,"No, I might feel regret or think more about this situation in the near future",101419,6,followup,Not to exercise right away when getting home,,
2025-05-02 16:09:55,2025-05-02 16:10:44,IP Address,73.222.15.58,100,48,True,2025-05-02 16:10:44,R_13gSnUpCTf6BYDn,Participant,Participant,kpetrova@stanford.edu,101419,37.359,-122.0866,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,84,I tried to distract myself from the event or my emotions.,,Couldn't stop thinking about it,,,,,"No, I might feel regret or think more about this situation in the near future",101419,6,followup,Not to exercise right away when getting home,,
2025-05-02 18:03:11,2025-05-02 18:03:37,IP Address,73.222.15.58,100,26,True,2025-05-02 18:03:38,R_52s3Zej5XB5al3P,Participant,Participant,kpetrova@stanford.edu,101419,37.359,-122.0866,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,I tried to distract myself from the event or my emotions.,,Haven't thought about it at all,,,,,"Yes, I think this situation is resolved",101419,6,followup,Not to exercise right away when getting home,general,
2025-05-02 19:56:42,2025-05-02 19:57:29,IP Address,24.5.188.212,100,46,True,2025-05-02 19:57:30,R_6oXdqplvLvgnwdf,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I treated myself to some coffee after school. It felt good.,Haven't thought about it at all,48,,,,,31,,,,,,,,,,,,110326,3,general,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.,general,
2025-05-02 19:57:44,2025-05-02 19:58:49,IP Address,24.5.188.212,100,65,True,2025-05-02 19:58:50,R_6gOUykKyuvAyFSn,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,Yes,I was doom scrolling YouTube shorts. I wish I had spent that time more meaningfully.,69,I tried to (or made a plan to) change the situation.,,Thought about it a lot,60,70,72,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,3,general,I wish I had spent my time doing homework instead of watching YouTube videos. I regret procrastinating.,general,I was doom scrolling YouTube shorts. I wish I had spent that time more meaningfully.
2025-05-03 11:08:26,2025-05-03 11:09:13,IP Address,24.5.188.212,100,47,True,2025-05-03 11:09:13,R_3gbmbtjDEdiQKHf,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I was relieved that I was able to get ready to go out quickly.,Haven't thought about it at all,18,,37,,,39,,,,,,,,,,,,110326,4,general,I was doom scrolling YouTube shorts. I wish I had spent that time more meaningfully.,general,
2025-05-03 11:34:48,2025-05-03 11:36:07,IP Address,134.6.233.194,100,78,True,2025-05-03 11:36:07,R_7QSs0kqLwzNpOY8,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,"I got coffee with my coworker this morning and it was a lot of fun ",Thought about it a little,80,11,,,,85,,,,,,,,,,,,112012,1,,,general,
2025-05-03 11:55:55,2025-05-03 11:56:34,IP Address,172.56.176.1,100,39,True,2025-05-03 11:56:34,R_5g38cniZexW1BLz,Participant,Participant,kpetrova@stanford.edu,101419,34.1211,-117.4362,anonymous,EN,No,,,,,,,,,,,Feeling really good about working at a fair stand for school,Couldn't stop thinking about it,76,65,26,,,57,,,,,,,,,,,,101419,7,general,Not to exercise right away when getting home,general,
2025-05-03 11:31:34,2025-05-03 11:34:24,IP Address,134.6.233.194,61,169,False,2025-05-03 12:31:39,R_6hMbYhxDyvqBvXn,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,"This morning I got coffee with my coworker before work. It was a lot of fun. ",Thought about it a little,,,,,,,,,,,,,,,,,,112012,1,,,general,
2025-05-03 13:34:01,2025-05-03 13:36:08,IP Address,73.222.15.58,100,126,True,2025-05-03 13:36:08,R_5k0OSI0rKAtcB1L,Participant,Participant,kpetrova@stanford.edu,101419,37.359,-122.0866,anonymous,EN,No,,,,,,,,,,,Felt very proud of myself for my social skills and talking to all these people I don’t know for work,Thought about it a lot,54,77,17,,,35,,,,,,,,,,,,101419,7,general,Not to exercise right away when getting home,general,
2025-05-03 13:34:24,2025-05-03 13:37:39,IP Address,107.77.214.14,100,194,True,2025-05-03 13:37:39,R_6lHmQWmxZCTnVJf,Participant,Participant,kpetrova@stanford.edu,110326,37.6736,-122.0944,anonymous,EN,Yes,I wish I had let my mom drive us to the driving range because I didn’t know where I was supposed to park. We had to make a big detour.,32,"I thought of other ways to interpret the situation.,I tried to (or made a plan to) change the situation.",,Haven't thought about it at all,92,50,32,30,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,4,general,I was doom scrolling YouTube shorts. I wish I had spent that time more meaningfully.,general,I wish I had let my mom drive us to the driving range because I didn’t know where I was supposed to park. We had to make a big detour.
2025-05-03 13:37:44,2025-05-03 13:38:45,IP Address,107.77.214.14,100,61,True,2025-05-03 13:38:46,R_6175yKth0YPoecf,Participant,Participant,kpetrova@stanford.edu,110326,37.6736,-122.0944,anonymous,EN,No,,,,,,,,,,,I felt slightly embarrassed by how I was missing the ball at my golf lesson.,Thought about it a lot,,9,29,3,,20,19,50,,,,,,,,,,110326,4,general,I was doom scrolling YouTube shorts. I wish I had spent that time more meaningfully.,general,
2025-05-03 14:58:57,2025-05-03 15:00:28,IP Address,134.6.233.194,100,90,True,2025-05-03 15:00:29,R_3D0RkbAt7EaZ662,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,My coworkers bought me food which made me happy,Thought about it a little,89,0,7,,,85,,0,,,,,,,,,,112012,1,general,,general,
2025-05-03 16:56:22,2025-05-03 16:58:20,IP Address,24.5.188.212,100,117,True,2025-05-03 16:58:20,R_5fCUoWj0CxTZcD7,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,Yes,I regretted staying in the car while my mom went shopping because it was hot.,9,"I did something pleasurable to compensate for the negativity (like going for a walk, playing a video game, or eating a sweet treat),I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Haven't thought about it at all,,42,,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,110326,4,general,I wish I had let my mom drive us to the driving range because I didn’t know where I was supposed to park. We had to make a big detour.,general,I regretted staying in the car while my mom went shopping because it was hot.
2025-05-03 17:13:26,2025-05-03 17:14:43,IP Address,134.6.233.194,100,77,True,2025-05-03 17:14:44,R_7xZ6pR3iaA9Rj5D,Participant,Participant,kpetrova@stanford.edu,112012,34.1473,-118.8344,anonymous,EN,No,,,,,,,,,,,"My manager is micro managing which is slightly annoying ",Thought about it a little,73,,4,5,,92,,5,,,,,,,,,,112012,1,general,,general,
2025-05-03 17:55:20,2025-05-03 17:56:56,IP Address,172.56.183.252,100,96,True,2025-05-03 17:56:57,R_7cKQQ4dYoeCpH4l,Participant,Participant,kpetrova@stanford.edu,101419,33.9249,-117.4592,anonymous,EN,Yes,"Eating a lot of food for lunch, felt really full ",52,"I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Thought about it a little,,,,,"Yes, I think this situation is resolved",,,,,,,,,,,,,,,,,,,,101419,7,general,Not to exercise right away when getting home,general,"Eating a lot of food for lunch, felt really full "
2025-05-03 19:25:00,2025-05-03 19:25:38,IP Address,24.5.188.212,100,38,True,2025-05-03 19:25:39,R_3nZ6FhFtSIb8hdY,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I felt happy while playing the video game I like.,Thought about it a little,67,,11,19,,31,,,,,,,,,,,,110326,4,general,I regretted staying in the car while my mom went shopping because it was hot.,general,
2025-05-03 19:46:17,2025-05-03 19:47:00,IP Address,73.222.15.58,100,42,True,2025-05-03 19:47:00,R_5exFtVlZY2J4QIu,Participant,Participant,kpetrova@stanford.edu,101419,37.359,-122.0866,anonymous,EN,No,,,,,,,,,,,"Love for my boyfriend while we talked ",Thought about it a little,43,,,,11,69,,,,,,,,,,,,101419,7,general,"Eating a lot of food for lunch, felt really full",general,
2025-05-03 20:58:01,2025-05-03 20:58:51,IP Address,108.205.201.163,100,50,True,2025-05-03 20:58:52,R_5kuApSu5L7GQfw1,Participant,Participant,kpetrova@stanford.edu,112012,37.3479,-122.0351,anonymous,EN,No,,,,,,,,,,,"My dad cooked dinner for my brother and I. I appreciate the time he takes to cook for us. ",Thought about it a little,86,,11,,,100,,,,,,,,,,,,112012,1,general,,general,
2025-05-04 10:07:29,2025-05-04 10:09:43,IP Address,108.205.201.163,100,133,True,2025-05-04 10:09:44,R_7Qziuxlo7AmvOJv,Participant,Participant,kpetrova@stanford.edu,112012,37.3479,-122.0351,anonymous,EN,Yes,"I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason ",54,"I thought of other ways to interpret the situation.,I tried to distract myself from the event or my emotions.,I tried to accept the situation and my feelings.",,Thought about it a lot,9,,81,83,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,112012,2,general,,followup,"I got in an argument with my boyfriend due to being exhausted. I regret being overly dramatic and starting to get mad for no reason "
2025-05-04 10:13:04,2025-05-04 10:16:21,IP Address,108.198.223.59,100,196,True,2025-05-04 10:16:22,R_1qxTZmsh6dXSY3p,Participant,Participant,kpetrova@stanford.edu,111631,37.9786,-121.3147,anonymous,EN,No,,,,,,,,,,,I had a video chat with my grandson and my daughter and we made plans to get together this afternoon.  This made me very happy.,Thought about it a lot,52,87,52,2,52,54,15,33,,,,,,,,,,111631,1,,,general,
2025-05-04 10:22:22,2025-05-04 10:26:25,IP Address,172.56.14.186,100,242,True,2025-05-04 10:26:25,R_6EoOH5RkLE3azZo,Participant,Participant,kpetrova@stanford.edu,111772,38.6106,-121.2789,anonymous,EN,Yes,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes. ",70,I tried to (or made a plan to) change the situation.,,Thought about it a lot,0,0,100,0,"No, I might feel regret or think more about this situation in the near future",,,,,,,,,,,,,,,,,,,,111772,1,,,followup,"Watching my show last night and ended up going to bed later than I wanted, I regret not prioritizing my goal of early bedtimes. "
2025-05-04 11:31:26,2025-05-04 11:31:58,IP Address,24.7.57.2,100,31,True,2025-05-04 11:31:58,R_6oYn6y0ZeMja2gO,Participant,Participant,kpetrova@stanford.edu,103234,37.4001,-121.8531,anonymous,EN,No,,,,,,,,,,,"Lost my car keys ",Couldn't stop thinking about it,0,,87,73,73,8,65,100,,,,,,,,,,103234,7,general,Trying to plan my new home construction with my parents,general,
2025-05-04 12:14:32,2025-05-04 12:15:39,IP Address,24.5.188.212,100,66,True,2025-05-04 12:15:40,R_6kiYXi7r9wqTfyI,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I liked eating breakfast.,Haven't thought about it at all,22,,18,,,37,0,19,,,,,,,,,,110326,5,general,I regretted staying in the car while my mom went shopping because it was hot.,general,
2025-05-04 13:22:31,2025-05-04 13:24:47,IP Address,108.198.223.59,100,136,True,2025-05-04 13:24:49,R_37UvekkmDQOC80d,Participant,Participant,kpetrova@stanford.edu,111631,37.9786,-121.3147,anonymous,EN,No,,,,,,,,,,,I just found out that I got an A on a paper that I was worrying about and I was extremely relieved.,Thought about it a lot,37,62,37,2,57,41,20,20,,,,,,,,,,111631,1,general,,general,
2025-05-04 13:58:15,2025-05-04 13:59:19,IP Address,24.5.188.212,100,64,True,2025-05-04 13:59:20,R_7fuAPKmYVeqwszx,Participant,Participant,kpetrova@stanford.edu,110326,37.5217,-121.9249,anonymous,EN,No,,,,,,,,,,,I was feeling kind of bored and depressed since I was alone in the house doing nothing.,Thought about it a little,,,,,19,,0,30,,,,,,,,,,110326,5,general,I regretted staying in the car while my mom went shopping because it was hot.,general,
